"Time","G-Force"
1610826600000,-0.022796052631578922
1610826900000,0.22954166666666662
1610827200000,-0.11585416666666666
1610827500000,0.33645833333333314
1610827800000,-0.2836853448275863
1610828100000,0.08316666666666665
1610828400000,-0.0965208333333333
1610828700000,0.07081250000000001
1610829000000,-0.1073125
1610829300000,-0.037187500000000005
1610829600000,-0.11810416666666668
1610829900000,0.12389583333333333
1610830200000,0.04804166666666666
1610830500000,0.02752083333333334
1610830800000,-0.07508333333333338
1610831100000,0.13107758620689658
1610831400000,-0.09014583333333333
1610831700000,0.2006875
1610832000000,-0.10079166666666665
1610832300000,0.07704166666666663
1610832600000,0.033895833333333326
1610832900000,0.013895833333333323
1610833200000,0.16141666666666665
1610833500000,0.037291666666666654
1610833800000,0.03029166666666667
1610834100000,0.12197115384615384
1610834400000,0.07924999999999999
1610834700000,-0.20331250000000006
1610835000000,-0.03595833333333334
1610835300000,0.2328333333333334
1610835600000,0.03745833333333335
1610835900000,-0.050624999999999976
1610836200000,0.04850000000000001
1610836500000,-0.27545138888888887
1610836800000,0.03474537037037036
1610837100000,0.08506465517241382
1610837400000,0.0644642857142857
1610837700000,-0.4645535714285714
1610838000000,-0.024943181818181823
1610838300000,0.010486111111111097
1610838600000,0.07375000000000001
1610838900000,0.12120833333333333
1610839200000,-0.034310344827586194
1610839500000,-0.026125000000000006
1610839800000,0.22697916666666665
1610840100000,0.12547916666666672
1610840400000,0.16274999999999998
1610840700000,-0.09252083333333334
1610841000000,0.006077586206896561
1610841300000,-0.03685416666666666
1610841600000,-0.1223125
1610841900000,-0.042895833333333334
1610842200000,-0.008124999999999997
1610842500000,0.12502083333333333
1610842800000,-0.07360416666666669
1610843100000,0.0414375
1610843400000,0.05775000000000002
1610843700000,-0.050541666666666686
1610844000000,-0.20010416666666667
1610844300000,-0.16605603448275866
1610844600000,-0.07806249999999999
1610844900000,0.026874999999999972
1610845200000,0.006416666666666672
1610845500000,0.01189583333333334
1610845800000,-0.13122916666666665
1610846100000,0.010249999999999997
1610846400000,0.04379166666666667
1610846700000,0.11508333333333333
1610847000000,-0.15174999999999994
1610847300000,-0.017124999999999998
1610847600000,0.3095625
1610847900000,-0.028104166666666673
1610848200000,-0.07260416666666666
1610848500000,0.23147916666666665
1610848800000,0.11216666666666665
1610849100000,-0.07920833333333335
1610849400000,-0.08122916666666666
1610849700000,-0.20275000000000004
1610850000000,0.1242708333333333
1610850300000,0.08818750000000002
1610850600000,-0.06491666666666665
1610850900000,0.0021982758620689683
1610851200000,-0.1610208333333333
1610851500000,-0.2
1610851800000,0.37995833333333345
1610852100000,0.13291666666666666
1610852400000,-0.06272916666666668
1610852700000,0.16566666666666666
1610853000000,-0.23587499999999992
1610853300000,-0.3649583333333334
1610853600000,-0.02727499999999999
1610853900000,-0.24972916666666664
1610854200000,-0.01269396551724138
1610854500000,0.08956896551724139
1610854800000,0.013916666666666681
1610855100000,0.1162916666666667
1610855400000,0.2567291666666667
1610855700000,0.0543958333333333
1610856000000,-0.008395833333333309
1610856300000,-0.16329166666666667
1610856600000,0.6265625
1610856900000,0.0609166666666667
1610857200000,0.1327291666666667
1610857500000,0.27260416666666665
1610857800000,0.2894583333333333
1610858100000,-0.00560416666666671
1610858400000,-0.09414583333333336
1610858700000,0.056125
1610859000000,-0.11637931034482758
1610859300000,-0.047895833333333374
1610859600000,0.002229166666666666
1610859900000,0.18008333333333332
1610860200000,-0.048749999999999974
1610860500000,0.08450000000000002
1610860800000,-0.19570833333333332
1610861100000,-0.04849999999999998
1610861400000,-0.07304166666666666
1610861700000,-0.173625
1610862000000,-0.009833333333333324
1610862300000,0.1757543103448276
1610862600000,0.1489791666666667
1610862900000,-0.0673958333333333
1610863200000,0.03779166666666665
1610863500000,-0.02095833333333336
1610863800000,0.380375
1610864100000,-0.09410416666666667
1610864400000,-0.024375000000000025
1610864700000,0.11270833333333335
1610865000000,-0.05539583333333333
1610865300000,0.14781249999999999
1610865600000,-0.11422916666666669
1610865900000,-0.09156249999999998
1610866200000,-0.1578958333333333
1610866500000,0.004083333333333287
1610866800000,-0.32343749999999993
1610867100000,0.23614583333333342
1610867400000,0.17935416666666668
1610867700000,-0.06779166666666671
1610868000000,-0.02299999999999999
1610868300000,0.12610416666666666
1610868600000,-0.29745833333333327
1610868900000,0.08131249999999998
1610869200000,0.18695833333333337
1610869500000,-0.1253333333333333
1610869800000,-0.17614583333333336
1610870100000,0.224875
1610870400000,0.42308035714285724
1610870700000,0.11458333333333333
1610871000000,0.0105625
1610871300000,-0.055374999999999994
1610871600000,0.02887500000000001
1610871900000,-0.09754166666666667
1610872200000,0.03241666666666666
1610872500000,-0.23624999999999996
1610872800000,0.1540208333333334
1610873100000,0.029854166666666685
1610873400000,-0.027708333333333356
1610873700000,0.3547291666666665
1610874000000,-0.09224999999999997
1610874300000,0.013833333333333375
1610874600000,-0.10904166666666666
1610874900000,0.08795833333333335
1610875200000,0.0713333333333333
1610875500000,0.04731249999999999
1610875800000,0.14329166666666668
1610876100000,-0.21845833333333337
1610876400000,-0.3754374999999999
1610876700000,0.05656249999999998
1610877000000,0.03918750000000001
1610877300000,-0.04191666666666667
1610877600000,0.19439583333333335
1610877900000,0.1310625
1610878200000,-0.14277083333333335
1610878500000,-0.12591666666666665
1610878800000,-0.05852083333333333
1610879100000,-0.21368749999999995
1610879400000,0.2006875
1610879700000,-0.1442916666666667
1610880000000,-0.03937500000000001
1610880300000,0.005416666666666664
1610880600000,0.08658333333333333
1610880900000,-0.008526785714285725
1610881200000,0.2171875
1610881500000,0.23602083333333332
1610881800000,0.14506249999999998
1610882100000,0.06929166666666665
1610882400000,0.1125
1610882700000,-0.027833333333333345
1610883000000,0.09720833333333335
1610883300000,0.10485416666666669
1610883600000,-0.25458333333333333
1610883900000,0.30531250000000004
1610884200000,0.10281250000000001
1610884500000,0.06752083333333334
1610884800000,0.3395833333333334
1610885100000,0.030375000000000003
1610885400000,-0.205625
1610885700000,-0.14779166666666665
1610886000000,0.14175
1610886300000,0.023035714285714288
1610886600000,0.5634375
1610886900000,-0.13235416666666666
1610887200000,0.2425446428571429
1610887500000,0.0005416666666666782
1610887800000,0.0836666666666667
1610888100000,0.08922916666666665
1610888400000,-0.10212500000000004
1610888700000,0.10085416666666672
1610889000000,-0.012125000000000002
1610889300000,0.08529166666666668
1610889600000,0.011958333333333323
1610889900000,0.017354166666666664
1610890200000,-0.006708333333333316
1610890500000,-0.2193965517241379
1610890800000,0.08966666666666669
1610891100000,-0.06979166666666667
1610891400000,-0.039104166666666655
1610891700000,0.10445833333333333
1610892000000,-0.10170833333333336
1610892300000,-0.11539583333333336
1610892600000,0.13308333333333333
1610892900000,0.13470833333333332
1610893200000,-0.043062500000000004
1610893500000,-0.030645833333333334
1610893800000,0.191
1610894100000,-0.11974999999999997
1610894400000,0.11339583333333335
1610894700000,-0.04210416666666664
1610895000000,-0.05202083333333333
1610895300000,0.18445833333333334
1610895600000,0.21118749999999997
1610895900000,0.21450000000000002
1610896200000,-0.1521458333333333
1610896500000,0.2833333333333333
1610896800000,-0.18710416666666668
1610897100000,-0.0037916666666666654
1610897400000,0.02135775862068962
1610897700000,0.16620833333333332
1610898000000,0.10783333333333335
1610898300000,0.13947916666666668
1610898600000,-0.06720833333333334
1610898900000,0.27954166666666663
1610899200000,-0.0691875
1610899500000,0.12285416666666671
1610899800000,0.03070833333333334
1610900100000,-0.002145833333333326
1610900400000,0.12035416666666666
1610900700000,0.010086206896551724
1610901000000,-0.023437499999999997
1610901300000,0.06158333333333332
1610901600000,0.17037499999999994
1610901900000,0.045166666666666674
1610902200000,-0.004104166666666663
1610902500000,-0.04051724137931035
1610902800000,0.027708333333333335
1610903100000,-0.3038942307692308
1610903400000,0.05249999999999996
1610903700000,-0.2623125
1610904000000,-0.05345833333333334
1610904300000,0.13213362068965517
1610904600000,0.032729166666666656
1610904900000,-0.0720625
1610905200000,0.08079166666666666
1610905500000,0.13597916666666668
1610905800000,-0.07062500000000002
1610906100000,0.09553879310344827
1610906400000,0.062062499999999986
1610906700000,-0.16095833333333331
1610907000000,0.06079166666666666
1610907300000,0.08831249999999999
1610907600000,0.1930818965517241
1610907900000,-0.1127291666666667
1610908200000,0.19654166666666673
1610908500000,0.04554166666666664
1610908800000,-0.10206250000000003
1610909100000,-0.016958333333333332
1610909400000,-0.1313125
1610909700000,0.039229166666666676
1610910000000,-0.11922916666666668
1610910300000,-0.13333333333333336
1610910600000,-0.01947916666666661
1610910900000,0.04856250000000002
1610911200000,-0.13460416666666664
1610911500000,0.07341666666666663
1610911800000,0.15664583333333335
1610912100000,0.11822916666666666
1610912400000,0.005249999999999977
1610912700000,-0.06739224137931034
1610913000000,0.03208333333333334
1610913300000,0.1543125
1610913600000,-0.09139583333333334
1610913900000,0.036000000000000004
1610914200000,0.07645833333333332
1610914500000,0.06329166666666668
1610914800000,-0.08922916666666666
1610915100000,0.01695833333333333
1610915400000,-0.09349999999999999
1610915700000,-0.1831458333333333
1610916000000,-0.10404166666666667
1610916300000,0.06789583333333334
1610916600000,0.0006458333333333306
1610916900000,-0.06337500000000003
1610917200000,-0.050958333333333335
1610917500000,-0.0148125
1610917800000,-0.04547413793103448
1610918100000,0.06287499999999999
1610918400000,-0.03433333333333334
1610918700000,0.07122916666666666
1610919000000,0.11129166666666665
1610919300000,-0.06068749999999999
1610919600000,0.04411637931034485
1610919900000,0.10245689655172413
1610920200000,0.061944444444444455
1610920500000,-0.03574999999999999
1610920800000,0.16424107142857144
1610921100000,-0.07714285714285714
1610921400000,0.08377232142857143
1610921700000,0.12116071428571429
1610922000000,0.12855603448275862
1610922300000,0.05333333333333333
1610922600000,-0.1821458333333333
1610922900000,0.019030172413793085
1610923200000,-0.01781250000000001
1610923500000,0.044875
1610923800000,-0.08885416666666669
1610924100000,0.032937499999999974
1610924400000,0.003291666666666689
1610924700000,-0.037791666666666675
1610925000000,-0.021520833333333336
1610925300000,-0.01099999999999999
1610925600000,-0.23797916666666669
1610925900000,0.045000000000000005
1610926200000,0.013729166666666652
1610926500000,0.11175000000000002
1610926800000,0.05502083333333336
1610927100000,0.06289583333333333
1610927400000,0.053291666666666654
1610927700000,-0.021000000000000015
1610928000000,-0.023479166666666666
1610928300000,-0.01729166666666668
1610928600000,0.060020833333333336
1610928900000,-0.029145833333333346
1610929200000,-0.10166666666666666
1610929500000,0.013687500000000009
1610929800000,0.18581896551724136
1610930100000,-0.02572916666666666
1610930400000,-0.14706249999999998
1610930700000,0.049937499999999996
1610931000000,-0.03414583333333333
1610931300000,-0.02060416666666668
1610931600000,0.16461206896551725
1610931900000,0.008458333333333325
1610932200000,-0.05229166666666665
1610932500000,0.09214583333333332
1610932800000,0.15108333333333335
1610933100000,-0.1036666666666667
1610933400000,0.08166666666666668
1610933700000,0.16654166666666667
1610934000000,-0.09783333333333331
1610934300000,0.000020833333333340292
1610934600000,-0.04572916666666667
1610934900000,0.15320833333333334
1610935200000,0.029624999999999988
1610935500000,-0.0694375
1610935800000,0.020062499999999997
1610936100000,0.06547916666666667
1610936400000,0.030729166666666696
1610936700000,-0.011874999999999993
1610937000000,0.13843750000000002
1610937300000,-0.05462499999999999
1610937600000,-0.14308333333333334
1610937900000,-0.055812499999999966
1610938200000,-0.0005818965517241428
1610938500000,0.01818750000000001
1610938800000,0.042812499999999996
1610939100000,-0.15187499999999998
1610939400000,0.012767857142857135
1610939700000,-0.017520833333333333
1610940000000,-0.02812500000000001
1610940300000,-0.0009598214285714399
1610940600000,-0.027583333333333317
1610940900000,-0.06879166666666665
1610941200000,0.05279166666666667
1610941500000,0.06522916666666666
1610941800000,-0.16452586206896552
1610942100000,0.15020833333333333
1610942400000,0.012187499999999999
1610942700000,-0.14277083333333332
1610943000000,-0.10483333333333333
1610943300000,-0.10752083333333336
1610943600000,0.003937499999999957
1610943900000,0.0663333333333333
1610944200000,0.10108333333333334
1610944500000,-0.12335416666666671
1610944800000,-0.1366458333333333
1610945100000,-0.03527083333333334
1610945400000,0.11875
1610945700000,-0.3270416666666666
1610946000000,0.13345833333333332
1610946300000,0.0010625000000000033
1610946600000,-0.07929166666666669
1610946900000,-0.09366379310344833
1610947200000,0.28285416666666663
1610947500000,-0.1554583333333333
1610947800000,0.08989583333333336
1610948100000,-0.028979166666666674
1610948400000,0.050833333333333335
1610948700000,0.1322708333333333
1610949000000,-0.28520833333333334
1610949300000,0.07949999999999999
1610949600000,0.07568749999999998
1610949900000,0.026250000000000013
1610950200000,0.13843750000000005
1610950500000,-0.05337499999999999
1610950800000,0.028791666666666663
1610951100000,0.07441666666666666
1610951400000,0.1544583333333333
1610951700000,-0.06795833333333334
1610952000000,-0.01607758620689656
1610952300000,-0.06583333333333334
1610952600000,-0.004583333333333336
1610952900000,-0.03572916666666665
1610953200000,0.010166666666666662
1610953500000,-0.16156249999999997
1610953800000,-0.027604166666666652
1610954100000,0.051833333333333335
1610954400000,0.024854166666666674
1610954700000,-0.15845982142857143
1610955000000,0.22608333333333333
1610955300000,0.01850446428571426
1610955600000,-0.07247916666666666
1610955900000,-0.04166666666666669
1610956200000,0.10052083333333335
1610956500000,0.067125
1610956800000,-0.2244791666666667
1610957100000,0.04075431034482757
1610957400000,0.07960416666666667
1610957700000,-0.06989583333333332
1610958000000,0.10531249999999999
1610958300000,-0.22054166666666666
1610958600000,0.03122916666666661
1610958900000,0.09708333333333334
1610959200000,0.24749999999999997
1610959500000,-0.017916666666666654
1610959800000,-0.103
1610960100000,-0.05977083333333331
1610960400000,0.04439655172413793
1610960700000,-0.18187499999999995
1610961000000,-0.05212499999999999
1610961300000,0.14654166666666654
1610961600000,0.5451874999999998
1610961900000,-0.05037499999999999
1610962200000,0.12664583333333335
1610962500000,-0.2661041666666666
1610962800000,0.6762708333333333
1610963100000,-0.2518333333333333
1610963400000,0.04029166666666662
1610963700000,0.017219827586206913
1610964000000,0.008166666666666662
1610964300000,-0.20064583333333333
1610964600000,-0.09858333333333329
1610964900000,-0.3237083333333333
1610965200000,0.11577083333333334
1610965500000,-0.36597916666666663
1610965800000,0.08575000000000003
1610966100000,0.271875
1610966400000,0.23774999999999993
1610966700000,0.02739583333333336
1610967000000,-0.43743749999999987
1610967300000,0.030708333333333355
1610967600000,0.23191666666666666
1610967900000,0.16425000000000003
1610968200000,0.023354166666666697
1610968500000,-0.022047413793103453
1610968800000,0.43068749999999995
1610969100000,-0.313
1610969400000,0.3746875
1610969700000,0.11506249999999998
1610970000000,0.010020833333333342
1610970300000,0.12291666666666666
1610970600000,-0.18116666666666664
1610970900000,0.018770833333333323
1610971200000,-0.13362500000000008
1610971500000,-0.09768749999999993
1610971800000,0.10659482758620688
1610972100000,0.58640625
1610972400000,0.2686298076923077
1610972700000,0.0674791666666667
1610973000000,0.32906250000000015
1610973300000,-0.11831250000000006
1610973600000,-0.1897083333333333
1610973900000,0.3049791666666667
1610974200000,0.5416249999999998
1610974500000,0.2699375
1610974800000,0.12945833333333331
1610975100000,-0.3650431034482759
1610975400000,0.16349999999999998
1610975700000,0.07414583333333333
1610976000000,0.2824375
1610976300000,0.041916666666666644
1610976600000,0.032395833333333325
1610976900000,0.2612083333333333
1610977200000,-0.004750000000000032
1610977500000,0.1679375
1610977800000,-0.03102083333333335
1610978100000,-0.28808333333333336
1610978400000,0.015875000000000004
1610978700000,-0.04081250000000001
1610979000000,-0.048791666666666636
1610979300000,0.03564583333333334
1610979600000,-0.10895833333333331
1610979900000,0.41724137931034483
1610980200000,0.1906875
1610980500000,-0.2173124999999999
1610980800000,-0.24699999999999991
1610981100000,0.12656249999999997
1610981400000,0.06110416666666665
1610981700000,-0.20006249999999995
1610982000000,0.11929166666666662
1610982300000,0.15479166666666663
1610982600000,0.21618749999999995
1610982900000,0.20356249999999995
1610983200000,0.20452586206896545
1610983500000,-0.5078958333333333
1610983800000,-0.2242916666666667
1610984100000,-0.2643333333333332
1610984400000,0.023395833333333373
1610984700000,0.3858541666666667
1610985000000,-0.22068749999999995
1610985300000,-0.19047916666666667
1610985600000,0.02822916666666666
1610985900000,0.2544166666666667
1610986200000,-0.14508333333333337
1610986500000,0.2376041666666667
1610986800000,0.8297708333333332
1610987100000,0.4793541666666667
1610987400000,-0.05570833333333329
1610987700000,0.004562499999999979
1610988000000,0.24047413793103445
1610988300000,-0.4555624999999999
1610988600000,0.06385416666666668
1610988900000,-0.1975625
1610989200000,0.5216041666666666
1610989500000,0.1813958333333333
1610989800000,0.46058333333333323
1610990100000,0.2750416666666667
1610990400000,-0.28091666666666676
1610990700000,-0.12489583333333337
1610991000000,-0.4330625
1610991300000,-0.5718125
1610991600000,0.41102083333333334
1610991900000,0.23595833333333333
1610992200000,-0.10533333333333338
1610992500000,-0.37900000000000006
1610992800000,0.4403958333333334
1610993100000,-0.40064583333333326
1610993400000,-0.1587291666666667
1610993700000,0.4231458333333332
1610994000000,-0.14774999999999994
1610994300000,0.1481875
1610994600000,-0.07584051724137937
1610994900000,-0.14697916666666666
1610995200000,-0.2661666666666667
1610995500000,0.17329166666666668
1610995800000,-0.04029166666666668
1610996100000,0.09325431034482766
1610996400000,-0.0743958333333333
1610996700000,0.4263958333333333
1610997000000,0.13231249999999997
1610997300000,-0.2961458333333334
1610997600000,-0.4120000000000001
1610997900000,0.45760416666666676
1610998200000,-0.63275
1610998500000,0.04647916666666669
1610998800000,-0.26591666666666663
1610999100000,-0.0986666666666667
1610999400000,-0.13787499999999997

