"Time","J2"
1610825400000,0.14575
1610825700000,0.11334482758620691
1610826000000,0.06539285714285716
1610826300000,0.02356666666666667
1610826600000,-0.0113
1610826900000,0.00033333333333333224
1610827200000,-0.015366666666666669
1610827500000,-0.02793333333333333
1610827800000,0.0866206896551724
1610828100000,0.057482758620689654
1610828400000,0.06683333333333334
1610828700000,0.03453333333333334
1610829000000,0.11603333333333336
1610829300000,0.12843333333333334
1610829600000,0.07970000000000003
1610829900000,-0.005566666666666662
1610830200000,0.04639999999999999
1610830500000,0.09599999999999996
1610830800000,0.09370000000000002
1610831100000,0.10568965517241379
1610831400000,0.13486206896551722
1610831700000,0.01046666666666667
1610832000000,-0.04039999999999999
1610832300000,0.03446666666666667
1610832600000,0.08583333333333329
1610832900000,0.23986666666666664
1610833200000,0.3831666666666668
1610833500000,0.5095333333333334
1610833800000,1.8418
1610834100000,2.6934615384615386
1610834400000,2.7576333333333327
1610834700000,2.4721666666666664
1610835000000,2.4028999999999994
1610835300000,2.2921666666666667
1610835600000,2.2110666666666665
1610835900000,2.0264074074074077
1610836200000,1.6175000000000002
1610836500000,1.5738823529411763
1610836800000,0.9183333333333332
1610837100000,0.47737931034482767
1610837400000,0.41232142857142856
1610837700000,0.46257142857142863
1610838000000,0.5516363636363636
1610838300000,0.5162857142857142
1610838600000,0.44726666666666676
1610838900000,0.43896666666666667
1610839200000,0.40910344827586215
1610839500000,0.44268965517241377
1610839800000,0.339448275862069
1610840100000,0.2733
1610840400000,0.28983333333333333
1610840700000,0.29233333333333333
1610841000000,0.2247241379310345
1610841300000,0.25450000000000006
1610841600000,0.25551724137931037
1610841900000,0.218
1610842200000,0.2909
1610842500000,0.29256666666666675
1610842800000,0.33046666666666663
1610843100000,0.2835
1610843400000,0.28496666666666665
1610843700000,0.3483666666666666
1610844000000,0.36216666666666664
1610844300000,0.38958620689655166
1610844600000,0.2910333333333333
1610844900000,0.25786666666666663
1610845200000,0.32373333333333326
1610845500000,0.2737666666666667
1610845800000,0.2640333333333333
1610846100000,0.2437
1610846400000,0.1739
1610846700000,0.18546666666666667
1610847000000,0.23910000000000003
1610847300000,0.22173333333333337
1610847600000,0.22013793103448276
1610847900000,0.22416666666666674
1610848200000,0.16946666666666668
1610848500000,0.17626666666666668
1610848800000,0.23709999999999998
1610849100000,0.23743333333333333
1610849400000,0.3494
1610849700000,0.3167666666666667
1610850000000,0.24083333333333337
1610850300000,0.2184666666666667
1610850600000,0.1864
1610850900000,0.2873793103448276
1610851200000,0.34433333333333327
1610851500000,0.11279999999999998
1610851800000,0.2224666666666667
1610852100000,0.3566666666666667
1610852400000,0.4943
1610852700000,0.4463333333333333
1610853000000,0.405
1610853300000,0.44743333333333335
1610853600000,0.37027999999999994
1610853900000,0.24430000000000002
1610854200000,0.17375000000000002
1610854500000,0.19109999999999996
1610854800000,0.2854
1610855100000,0.20736666666666667
1610855400000,0.3783
1610855700000,0.3812999999999999
1610856000000,0.3830689655172415
1610856300000,0.21683333333333327
1610856600000,0.0735
1610856900000,0.1387
1610857200000,0.12806666666666666
1610857500000,0.18773333333333334
1610857800000,0.24713333333333334
1610858100000,0.21636666666666665
1610858400000,0.30573333333333336
1610858700000,0.23996666666666663
1610859000000,0.22113793103448276
1610859300000,0.16820000000000004
1610859600000,0.2207666666666667
1610859900000,0.25873333333333337
1610860200000,0.2561333333333333
1610860500000,0.2763666666666666
1610860800000,0.26926666666666677
1610861100000,0.23293333333333333
1610861400000,0.18743333333333337
1610861700000,0.29423333333333335
1610862000000,0.3411
1610862300000,0.418103448275862
1610862600000,0.51
1610862900000,0.5832666666666667
1610863200000,0.5108333333333333
1610863500000,0.5155333333333334
1610863800000,0.4588000000000001
1610864100000,0.3921333333333333
1610864400000,0.3566333333333334
1610864700000,0.33703333333333335
1610865000000,0.3431999999999999
1610865300000,0.3215000000000001
1610865600000,0.3767666666666667
1610865900000,0.39693333333333325
1610866200000,0.3777666666666667
1610866500000,0.34303333333333336
1610866800000,0.34176666666666666
1610867100000,0.28376666666666667
1610867400000,0.3138666666666667
1610867700000,0.40320000000000006
1610868000000,0.4851666666666667
1610868300000,0.46616666666666656
1610868600000,0.5381
1610868900000,0.5517
1610869200000,0.5168
1610869500000,0.5377333333333334
1610869800000,0.5086666666666667
1610870100000,0.5522666666666665
1610870400000,0.5393928571428571
1610870700000,0.4813793103448275
1610871000000,0.5016774193548387
1610871300000,0.4533448275862069
1610871600000,0.46776666666666666
1610871900000,0.4356333333333335
1610872200000,0.453
1610872500000,0.49413333333333337
1610872800000,0.5214333333333333
1610873100000,0.4892666666666667
1610873400000,0.5385000000000002
1610873700000,0.43560000000000004
1610874000000,0.3908
1610874300000,0.36343333333333333
1610874600000,0.397
1610874900000,0.41503333333333337
1610875200000,0.4665666666666667
1610875500000,0.47610344827586215
1610875800000,0.6037666666666667
1610876100000,0.6473333333333334
1610876400000,0.6054333333333334
1610876700000,0.5917
1610877000000,0.5736666666666667
1610877300000,0.5892333333333333
1610877600000,0.6040333333333333
1610877900000,0.6329666666666668
1610878200000,0.6599666666666668
1610878500000,0.7072999999999999
1610878800000,0.7272666666666666
1610879100000,0.6819666666666667
1610879400000,0.6386
1610879700000,0.6538333333333333
1610880000000,0.6597333333333333
1610880300000,0.7354999999999999
1610880600000,0.7483333333333334
1610880900000,0.7150357142857143
1610881200000,0.639
1610881500000,0.6822333333333334
1610881800000,0.7045000000000001
1610882100000,0.6444666666666666
1610882400000,0.6418666666666667
1610882700000,0.6395000000000001
1610883000000,0.6867666666666666
1610883300000,0.6337
1610883600000,0.6469666666666666
1610883900000,0.6594482758620689
1610884200000,0.6586206896551725
1610884500000,0.6529
1610884800000,0.5821
1610885100000,0.6354666666666667
1610885400000,0.5996896551724139
1610885700000,0.6348275862068966
1610886000000,0.5957586206896552
1610886300000,0.6176071428571428
1610886600000,0.761
1610886900000,0.628
1610887200000,0.652206896551724
1610887500000,0.6560000000000001
1610887800000,0.6517857142857143
1610888100000,0.6517241379310345
1610888400000,0.6443
1610888700000,0.6306666666666667
1610889000000,0.6216333333333335
1610889300000,0.6251
1610889600000,0.6502666666666667
1610889900000,0.6099333333333331
1610890200000,0.5622333333333335
1610890500000,0.6068620689655174
1610890800000,0.5950000000000001
1610891100000,0.5604666666666666
1610891400000,0.5711333333333333
1610891700000,0.5075000000000001
1610892000000,0.5525666666666668
1610892300000,0.5688
1610892600000,0.5386
1610892900000,0.5253666666666666
1610893200000,0.5515333333333333
1610893500000,0.5657333333333334
1610893800000,0.5878
1610894100000,0.5538666666666667
1610894400000,0.5381333333333332
1610894700000,0.5780333333333334
1610895000000,0.5470333333333334
1610895300000,0.5751999999999999
1610895600000,0.6090344827586208
1610895900000,0.6232068965517241
1610896200000,0.5871379310344826
1610896500000,0.5844
1610896800000,0.5244333333333333
1610897100000,0.5814666666666667
1610897400000,0.575448275862069
1610897700000,0.6110666666666665
1610898000000,0.5936551724137932
1610898300000,0.5225333333333332
1610898600000,0.6029333333333332
1610898900000,0.5784666666666667
1610899200000,0.575448275862069
1610899500000,0.6382068965517242
1610899800000,0.6362999999999999
1610900100000,0.6682
1610900400000,0.5627999999999999
1610900700000,0.5531034482758621
1610901000000,0.5554827586206897
1610901300000,0.582
1610901600000,0.6317666666666665
1610901900000,0.6463
1610902200000,0.4027666666666666
1610902500000,0.5238965517241378
1610902800000,1.5398571428571428
1610903100000,2.1490000000000005
1610903400000,3.115466666666667
1610903700000,3.317566666666666
1610904000000,2.816933333333334
1610904300000,1.9096896551724134
1610904600000,1.617379310344828
1610904900000,1.2097419354838712
1610905200000,0.5619655172413792
1610905500000,0.35376666666666673
1610905800000,0.3741333333333333
1610906100000,0.32862068965517244
1610906400000,0.33610000000000007
1610906700000,0.3797666666666668
1610907000000,0.4148
1610907300000,0.45603333333333324
1610907600000,0.4615172413793103
1610907900000,0.4368333333333333
1610908200000,0.4131000000000001
1610908500000,0.4261
1610908800000,0.4520333333333333
1610909100000,0.42993333333333333
1610909400000,0.37156666666666666
1610909700000,0.3922666666666667
1610910000000,0.3112666666666666
1610910300000,0.3831666666666667
1610910600000,0.3989000000000001
1610910900000,0.37093333333333334
1610911200000,0.3842333333333333
1610911500000,0.4269333333333334
1610911800000,0.4587
1610912100000,0.5096666666666667
1610912400000,0.5646666666666665
1610912700000,0.5722758620689654
1610913000000,0.5341333333333333
1610913300000,0.5276333333333333
1610913600000,0.5794666666666667
1610913900000,0.6165
1610914200000,0.6176666666666668
1610914500000,0.6335517241379309
1610914800000,0.6236666666666668
1610915100000,0.6230666666666667
1610915400000,0.6119333333333333
1610915700000,0.5018333333333334
1610916000000,0.47259999999999996
1610916300000,0.49962068965517237
1610916600000,0.5747666666666666
1610916900000,0.4824333333333333
1610917200000,0.43176666666666663
1610917500000,0.4774666666666666
1610917800000,0.5653448275862069
1610918100000,0.6151666666666666
1610918400000,0.5944333333333335
1610918700000,0.6183333333333334
1610919000000,0.6118333333333335
1610919300000,0.6355999999999999
1610919600000,0.6465333333333333
1610919900000,0.6229642857142856
1610920200000,0.6503749999999999
1610920500000,0.6028333333333332
1610920800000,0.6465714285714285
1610921100000,0.6207142857142858
1610921400000,0.6541851851851852
1610921700000,0.6609999999999999
1610922000000,0.6471785714285714
1610922300000,0.6377741935483873
1610922600000,0.6381379310344828
1610922900000,0.6388620689655172
1610923200000,0.6096551724137931
1610923500000,0.5949000000000002
1610923800000,0.6272000000000002
1610924100000,0.6177333333333334
1610924400000,0.6175333333333335
1610924700000,0.6177586206896553
1610925000000,0.6416666666666667
1610925300000,0.6326333333333333
1610925600000,0.6337333333333334
1610925900000,0.5770333333333333
1610926200000,0.6147000000000001
1610926500000,0.5957586206896552
1610926800000,0.6222666666666669
1610927100000,0.6346333333333332
1610927400000,0.6134666666666667
1610927700000,0.6065172413793102
1610928000000,0.5734000000000001
1610928300000,0.49929999999999997
1610928600000,0.5085000000000001
1610928900000,0.5820666666666666
1610929200000,0.5708666666666667
1610929500000,0.5603999999999999
1610929800000,0.5374
1610930100000,0.4706999999999999
1610930400000,0.5133666666666666
1610930700000,0.5695862068965517
1610931000000,0.6013666666666668
1610931300000,0.5763666666666668
1610931600000,0.5817241379310346
1610931900000,0.5614333333333335
1610932200000,0.5627
1610932500000,0.5343333333333333
1610932800000,0.5601666666666667
1610933100000,0.5758666666666667
1610933400000,0.5823999999999999
1610933700000,0.6277333333333333
1610934000000,0.6605862068965516
1610934300000,0.6503
1610934600000,0.6487666666666666
1610934900000,0.6246666666666666
1610935200000,0.6285666666666666
1610935500000,0.6344333333333334
1610935800000,0.6331
1610936100000,0.6205333333333333
1610936400000,0.6061
1610936700000,0.6160333333333335
1610937000000,0.5831333333333334
1610937300000,0.5879
1610937600000,0.5919655172413794
1610937900000,0.5686333333333332
1610938200000,0.5344000000000002
1610938500000,0.49071428571428566
1610938800000,0.4568387096774193
1610939100000,0.46
1610939400000,0.38875
1610939700000,0.6301333333333334
1610940000000,0.664
1610940300000,0.6382142857142856
1610940600000,0.6600689655172415
1610940900000,0.6657333333333334
1610941200000,0.6155666666666667
1610941500000,0.6252333333333333
1610941800000,0.7056206896551724
1610942100000,0.7092666666666665
1610942400000,0.7092666666666666
1610942700000,0.7621999999999998
1610943000000,0.7255999999999999
1610943300000,0.7224
1610943600000,0.6577931034482759
1610943900000,0.6092666666666666
1610944200000,0.6392666666666666
1610944500000,0.6150666666666668
1610944800000,0.5685666666666667
1610945100000,0.5430333333333335
1610945400000,0.5392068965517242
1610945700000,0.5087333333333333
1610946000000,0.5429
1610946300000,0.4661333333333334
1610946600000,0.5075517241379311
1610946900000,0.5847586206896552
1610947200000,0.4998666666666667
1610947500000,0.6107
1610947800000,0.6234666666666667
1610948100000,0.6573
1610948400000,0.6491
1610948700000,0.6405862068965517
1610949000000,0.6891724137931032
1610949300000,0.6940333333333333
1610949600000,0.6707241379310345
1610949900000,0.6837666666666667
1610950200000,0.7084
1610950500000,0.7360666666666665
1610950800000,0.7282333333333334
1610951100000,0.7507666666666666
1610951400000,0.7342000000000001
1610951700000,0.6355862068965518
1610952000000,0.6211724137931033
1610952300000,0.5603793103448276
1610952600000,0.4874
1610952900000,0.46379999999999993
1610953200000,0.5064
1610953500000,0.4788333333333334
1610953800000,0.4849285714285715
1610954100000,0.6009666666666668
1610954400000,2.5026999999999995
1610954700000,2.8422142857142854
1610955000000,2.9103000000000003
1610955300000,2.6444827586206894
1610955600000,2.6004333333333323
1610955900000,2.463857142857143
1610956200000,2.3776999999999995
1610956500000,2.5913999999999997
1610956800000,2.5376333333333334
1610957100000,2.529655172413793
1610957400000,2.657433333333333
1610957700000,2.805233333333333
1610958000000,2.7377
1610958300000,2.6373000000000006
1610958600000,2.563833333333333
1610958900000,2.8741034482758616
1610959200000,3.1133666666666673
1610959500000,2.9112333333333336
1610959800000,2.3956000000000004
1610960100000,3.016600000000001
1610960400000,3.1696551724137927
1610960700000,3.4168666666666665
1610961000000,3.5974
1610961300000,3.4487333333333328
1610961600000,3.599433333333334
1610961900000,2.4054666666666673
1610962200000,2.915666666666667
1610962500000,3.1316
1610962800000,3.706866666666668
1610963100000,3.3812666666666664
1610963400000,3.294800000000001
1610963700000,2.4017931034482753
1610964000000,0.8421333333333334
1610964300000,0.6203666666666667
1610964600000,0.6030666666666669
1610964900000,0.6120666666666666
1610965200000,0.6263333333333332
1610965500000,0.6760999999999999
1610965800000,0.6708333333333332
1610966100000,0.6303
1610966400000,0.6116
1610966700000,0.6053333333333334
1610967000000,0.6167666666666667
1610967300000,0.6566333333333334
1610967600000,0.6734000000000001
1610967900000,0.8247333333333333
1610968200000,0.7681333333333332
1610968500000,0.914433333333333
1610968800000,0.47159999999999996
1610969100000,0.5506666666666666
1610969400000,0.7550666666666664
1610969700000,1.4617333333333338
1610970000000,1.4940333333333333
1610970300000,1.3207
1610970600000,1.1722000000000001
1610970900000,1.1736666666666664
1610971200000,1.1569
1610971500000,1.2754333333333334
1610971800000,2.441892857142857
1610972100000,2.47025
1610972400000,2.547230769230769
1610972700000,2.1220666666666665
1610973000000,2.116666666666667
1610973300000,2.0795333333333335
1610973600000,2.099233333333333
1610973900000,2.3656666666666673
1610974200000,2.7533000000000003
1610974500000,2.8313666666666664
1610974800000,2.7468000000000004
1610975100000,2.828689655172414
1610975400000,2.7900333333333336
1610975700000,2.7612666666666668
1610976000000,2.6539666666666664
1610976300000,2.8496333333333337
1610976600000,2.7852
1610976900000,2.748666666666666
1610977200000,2.7501333333333333
1610977500000,2.751066666666666
1610977800000,2.821933333333334
1610978100000,2.6967000000000003
1610978400000,2.7891333333333326
1610978700000,2.733966666666667
1610979000000,2.7101379310344824
1610979300000,2.7865333333333333
1610979600000,2.8479
1610979900000,2.7653103448275864
1610980200000,2.7770333333333337
1610980500000,2.963033333333334
1610980800000,2.8471724137931034
1610981100000,2.8621333333333325
1610981400000,3.4414333333333333
1610981700000,4.343379310344829
1610982000000,4.4821333333333335
1610982300000,4.7997
1610982600000,4.909400000000001
1610982900000,5.106300000000001
1610983200000,5.022275862068965
1610983500000,4.9279
1610983800000,4.8087
1610984100000,4.690266666666667
1610984400000,4.840799999999998
1610984700000,4.851066666666666
1610985000000,5.0203
1610985300000,5.020766666666668
1610985600000,5.088666666666667
1610985900000,5.203466666666666
1610986200000,5.1824
1610986500000,5.112137931034481
1610986800000,5.047766666666665
1610987100000,4.935166666666668
1610987400000,5.020933333333334
1610987700000,3.2568333333333337
1610988000000,3.119344827586207
1610988300000,3.0840666666666663
1610988600000,2.976966666666667
1610988900000,2.962066666666667
1610989200000,2.8527333333333336
1610989500000,2.8988999999999994
1610989800000,2.841533333333333
1610990100000,2.8986
1610990400000,2.718266666666666
1610990700000,2.7453999999999996
1610991000000,2.7519666666666667
1610991300000,2.9399310344827576
1610991600000,2.8025999999999995
1610991900000,2.868566666666667
1610992200000,2.899400000000001
1610992500000,2.8914
1610992800000,2.8619333333333334
1610993100000,2.876433333333334
1610993400000,2.897933333333333
1610993700000,2.8307999999999995
1610994000000,2.8972333333333338
1610994300000,2.9729999999999994
1610994600000,3.0245333333333346
1610994900000,2.9084666666666665
1610995200000,3.101133333333333
1610995500000,2.981466666666667
1610995800000,2.8644999999999996
1610996100000,2.9482068965517247
1610996400000,2.840066666666666
1610996700000,2.8364000000000003
1610997000000,2.9634666666666667
1610997300000,2.9310666666666663
1610997600000,2.8952
1610997900000,2.851103448275862
1610998200000,2.9596800000000005

